Trials,Estimated_e,Execution_Time(s),Relative_Error
10,2.400000000000000,0.0003,.117089341188538
100,2.830000000000000,0.0004,.041098818515181
1000,2.750000000000000,0.0003,.011668463221466
10000,2.697700000000000,0.0004,.007571631551799
100000,2.713190000000000,0.0013,.001873179008054
1000000,2.716740000000000,0.0021,.000567206991895
10000000,2.717981100000000,0.0156,.000110631817457
100000000,2.718402300000000,0.1391,.000044319003163
1000000000,2.718250798000001,1.4230,.000011415467932
10000000000,2.718292521700003,14.0976,.000003933823507
